Quarter,Count,District
2019 Q4,2,02
2020 Q1,4,02
2020 Q2,1,02
2020 Q3,1,02
2020 Q4,3,02
2021 Q1,2,02
2021 Q2,2,02
2021 Q3,5,02
2021 Q4,2,02
2022 Q1,5,02
2022 Q2,8,02
2022 Q3,23,02
2022 Q4,18,02
2023 Q1,13,02
2023 Q2,15,02
2023 Q3,12,02
2023 Q4,25,02
2024 Q1,6,02
