district,Accepted Date,Successfully Completed Date,Diversion Case Type
12,2023-05-25,2023-10-24,Juvenile
12,2023-08-22,2023-10-24,Adult
12,2023-05-25,2023-10-24,Juvenile
12,2023-09-07,2023-10-24,Juvenile
12,2023-06-12,2023-10-24,Juvenile
12,2023-09-07,2023-10-24,Juvenile
12,2023-06-12,2023-10-24,Juvenile
12,2023-03-28,2023-11-28,Adult
12,2023-06-07,2023-11-28,Adult
12,2023-03-28,2023-11-28,Adult
12,2023-03-28,2023-11-28,Adult
12,2023-07-28,2023-11-28,Juvenile
12,2023-03-28,2023-11-28,Adult
12,2022-12-20,2023-11-28,Adult
12,2023-03-28,2023-11-28,Adult
12,2023-07-28,2023-11-28,Juvenile
12,2023-03-28,2023-11-28,Adult
12,2023-06-07,2023-11-28,Adult
12,2023-10-30,2023-12-05,Adult
12,2023-08-15,2023-12-05,Adult
12,2023-10-26,2023-12-05,Adult
12,2023-09-27,2023-12-05,Adult
12,2023-09-07,2023-12-05,Adult
12,2023-08-15,2023-12-05,Adult
12,2023-10-26,2023-12-05,Adult
12,2023-09-27,2023-12-05,Adult
12,2023-09-07,2023-12-05,Adult
12,2023-10-30,2023-12-05,Adult
12,2023-08-03,2023-12-12,Adult
12,2023-07-24,2023-12-12,Adult
12,2023-07-24,2023-12-12,Adult
12,2023-09-12,2023-12-12,Juvenile
12,2023-10-18,2023-12-12,Adult
12,2023-09-12,2023-12-12,Juvenile
12,2023-10-18,2023-12-12,Adult
12,2023-08-03,2023-12-12,Adult
12,2023-09-26,2023-12-19,Juvenile
12,2023-11-07,2023-12-19,Adult
12,2023-11-07,2023-12-19,Adult
12,2023-09-26,2023-12-19,Juvenile
12,2023-09-25,2023-12-21,Adult
12,2023-09-25,2023-12-21,Adult
12,2023-06-16,2024-01-02,Juvenile
12,2023-11-01,2024-01-02,Adult
12,2023-09-22,2024-01-02,Adult
12,2023-06-16,2024-01-02,Juvenile
12,2023-11-01,2024-01-02,Adult
12,2023-09-22,2024-01-02,Adult
12,2023-10-19,2024-01-02,Adult
12,2023-10-19,2024-01-02,Adult
