district,Accepted Date,Successfully Completed Date,Diversion Case Type
21,2022-04-22,2022-05-10,Juvenile
21,2022-03-30,2022-05-10,Juvenile
21,2022-01-12,2022-05-11,Juvenile
21,2021-12-23,2022-05-12,Juvenile
21,2021-12-23,2022-05-13,Juvenile
21,2021-10-21,2022-05-13,Juvenile
21,2021-12-02,2022-05-13,Juvenile
21,2021-11-11,2022-05-16,Juvenile
21,2022-04-04,2022-05-17,Juvenile
21,2022-04-15,2022-05-17,Juvenile
21,2022-04-06,2022-05-18,Juvenile
21,2022-03-09,2022-05-18,Juvenile
21,2022-04-04,2022-05-18,Juvenile
21,2022-05-03,2022-05-19,Juvenile
21,2021-10-07,2022-05-20,Juvenile
21,2022-01-11,2022-05-23,Juvenile
21,2022-02-22,2022-05-23,Juvenile
21,2022-02-21,2022-05-24,Juvenile
21,2022-03-10,2022-05-25,Juvenile
21,2022-02-01,2022-05-26,Juvenile
21,2022-04-19,2022-06-01,Juvenile
21,2021-12-22,2022-06-03,Juvenile
21,2021-09-23,2022-06-03,Juvenile
21,2022-03-14,2022-06-03,Juvenile
21,2022-01-11,2022-06-06,Juvenile
21,2021-12-27,2022-06-06,Juvenile
21,2022-01-11,2022-06-06,Juvenile
21,2022-01-11,2022-06-06,Juvenile
21,2022-04-15,2022-06-07,Juvenile
21,2022-03-09,2022-06-07,Juvenile
21,2022-05-24,2022-06-07,Juvenile
21,2022-03-08,2022-06-10,Juvenile
21,2022-03-10,2022-06-13,Juvenile
21,2021-08-27,2022-06-22,Juvenile
21,2022-03-14,2022-06-22,Juvenile
21,2022-03-12,2022-06-22,Juvenile
21,2022-03-16,2022-06-22,Juvenile
21,2022-03-22,2022-06-23,Juvenile
21,2022-01-19,2022-06-29,Juvenile
21,2022-03-10,2022-06-29,Juvenile
21,2022-05-16,2022-06-29,Juvenile
21,2022-05-10,2022-06-29,Juvenile
21,2022-03-30,2022-07-06,Juvenile
21,2022-06-07,2022-07-07,Juvenile
21,2022-01-24,2022-07-07,Juvenile
21,2022-04-15,2022-07-08,Juvenile
21,2022-05-26,2022-07-08,Juvenile
21,2022-03-10,2022-07-12,Juvenile
21,2022-03-15,2022-07-12,Juvenile
21,2022-03-10,2022-07-12,Juvenile
21,2022-05-18,2022-07-12,Juvenile
21,2022-04-18,2022-07-18,Juvenile
21,2022-03-03,2022-07-20,Juvenile
21,2022-04-08,2022-07-21,Juvenile
21,2022-03-17,2022-07-21,Juvenile
21,2022-06-01,2022-07-21,Juvenile
21,2021-08-04,2022-07-22,Juvenile
21,2022-05-06,2022-07-22,Juvenile
21,2022-05-10,2022-07-25,Juvenile
21,2022-02-16,2022-07-27,Juvenile
21,2022-05-02,2022-07-27,Juvenile
21,2022-02-03,2022-08-01,Juvenile
21,2022-04-15,2022-08-01,Juvenile
21,2022-02-21,2022-08-04,Juvenile
21,2022-06-07,2022-08-08,Juvenile
21,2022-06-06,2022-08-09,Juvenile
21,2022-07-26,2022-08-10,Juvenile
21,2022-07-27,2022-08-11,Juvenile
21,2022-05-18,2022-08-15,Juvenile
21,2022-07-29,2022-08-16,Juvenile
21,2022-03-21,2022-08-17,Juvenile
21,2022-01-20,2022-08-18,Juvenile
21,2022-07-25,2022-08-19,Juvenile
21,2022-06-16,2022-08-19,Juvenile
21,2022-07-18,2022-08-22,Juvenile
21,2022-07-18,2022-08-22,Juvenile
21,2022-07-29,2022-08-24,Juvenile
21,2022-05-26,2022-08-24,Juvenile
21,2022-07-23,2022-08-24,Juvenile
21,2022-05-11,2022-08-25,Juvenile
21,2022-05-02,2022-08-25,Juvenile
21,2022-05-11,2022-08-25,Juvenile
21,2022-05-17,2022-08-25,Juvenile
21,2022-07-26,2022-08-26,Juvenile
21,2022-06-07,2022-08-26,Juvenile
21,2022-05-18,2022-08-29,Juvenile
21,2022-03-10,2022-08-31,Juvenile
21,2022-05-31,2022-08-31,Juvenile
21,2022-03-10,2022-08-31,Juvenile
21,2022-05-24,2022-08-31,Juvenile
21,2022-05-05,2022-09-01,Juvenile
21,2022-05-05,2022-09-01,Juvenile
21,2022-02-24,2022-09-01,Juvenile
21,2022-05-25,2022-09-01,Juvenile
21,2022-03-07,2022-09-01,Juvenile
21,2022-09-06,2022-09-06,Juvenile
21,2022-06-02,2022-09-07,Juvenile
21,2022-05-04,2022-09-09,Juvenile
21,2022-09-09,2022-09-09,Juvenile
21,2022-06-09,2022-09-12,Juvenile
21,2022-05-11,2022-09-13,Juvenile
21,2022-06-02,2022-09-13,Juvenile
21,2022-05-03,2022-09-14,Juvenile
21,2022-08-19,2022-09-14,Juvenile
21,2022-03-21,2022-09-14,Juvenile
21,2022-09-14,2022-09-14,Juvenile
21,2022-08-10,2022-09-14,Juvenile
21,2022-03-17,2022-09-15,Juvenile
21,2022-03-07,2022-09-19,Juvenile
21,2022-04-11,2022-09-22,Juvenile
21,2022-06-22,2022-09-22,Juvenile
21,2022-05-18,2022-09-27,Juvenile
21,2022-06-07,2022-09-27,Juvenile
21,2022-05-24,2022-10-03,Juvenile
21,2022-04-21,2022-10-07,Juvenile
21,2022-10-07,2022-10-07,Juvenile
21,2022-04-18,2022-10-10,Juvenile
21,2022-06-07,2022-10-18,Juvenile
21,2022-06-07,2022-10-18,Juvenile
21,2022-03-28,2022-10-18,Juvenile
21,2022-03-10,2022-10-19,Juvenile
21,2022-05-24,2022-10-19,Juvenile
21,2022-06-07,2022-10-19,Juvenile
21,2022-06-01,2022-10-31,Juvenile
21,2022-11-03,2022-11-03,Juvenile
21,2022-11-04,2022-11-04,Juvenile
21,2022-05-24,2022-11-15,Juvenile
21,2021-11-19,2022-11-18,Juvenile
21,2022-08-17,2022-11-18,Juvenile
21,2022-09-01,2022-11-22,Juvenile
21,2022-02-25,2022-11-23,Juvenile
21,2022-11-30,2022-12-01,Juvenile
21,2022-11-30,2022-12-01,Juvenile
21,2022-08-23,2022-12-15,Juvenile
21,2022-09-16,2022-12-21,Juvenile
21,2022-12-21,2022-12-21,Juvenile
21,2022-12-22,2022-12-22,Juvenile
21,2021-06-21,2023-01-05,Juvenile
21,2022-10-04,2023-01-09,Juvenile
21,2022-09-27,2023-01-10,Juvenile
21,2023-01-10,2023-01-10,Juvenile
21,2023-01-10,2023-01-10,Juvenile
21,2022-07-29,2023-01-10,Juvenile
21,2022-08-10,2023-01-10,Juvenile
21,2022-10-10,2023-01-10,Juvenile
21,2022-12-27,2023-01-11,Juvenile
21,2022-11-04,2023-01-11,Juvenile
21,2022-01-11,2023-01-11,Juvenile
21,2023-01-11,2023-01-11,Juvenile
21,2022-10-14,2023-01-11,Juvenile
21,2023-01-11,2023-01-11,Juvenile
21,2022-10-17,2023-01-11,Juvenile
21,2022-08-19,2023-01-11,Juvenile
21,2022-09-28,2023-01-13,Juvenile
21,2022-10-04,2023-01-13,Juvenile
21,2022-08-22,2023-01-13,Juvenile
21,2022-11-22,2023-01-18,Juvenile
21,2023-01-20,2023-01-20,Juvenile
21,2023-01-20,2023-01-20,Juvenile
21,2023-01-24,2023-01-24,Juvenile
21,2023-01-24,2023-01-24,Juvenile
21,2022-04-18,2023-01-27,Juvenile
21,2022-10-18,2023-02-01,Juvenile
21,2022-07-27,2023-02-01,Juvenile
21,2022-10-26,2023-02-02,Juvenile
21,2022-11-18,2023-02-02,Juvenile
21,2023-02-02,2023-02-02,Juvenile
21,2022-11-24,2023-02-02,Juvenile
21,2023-02-02,2023-02-02,Juvenile
21,2023-01-04,2023-02-06,Juvenile
21,2023-01-04,2023-02-06,Juvenile
21,2022-11-17,2023-02-07,Juvenile
21,2022-12-19,2023-02-08,Juvenile
21,2022-10-04,2023-02-08,Juvenile
21,2022-12-06,2023-02-10,Juvenile
21,2023-01-17,2023-02-17,Juvenile
21,2022-09-13,2023-02-17,Juvenile
21,2023-01-17,2023-02-17,Juvenile
21,2022-12-09,2023-02-17,Juvenile
21,2022-12-15,2023-02-20,Juvenile
21,2022-11-22,2023-02-21,Juvenile
21,2023-02-21,2023-02-21,Juvenile
21,2023-02-21,2023-02-21,Juvenile
21,2023-02-24,2023-02-24,Juvenile
21,2023-02-23,2023-02-24,Juvenile
21,2022-10-12,2023-02-24,Juvenile
21,2023-02-23,2023-02-24,Juvenile
21,2023-02-24,2023-02-24,Juvenile
21,2023-02-23,2023-02-24,Juvenile
21,2023-02-23,2023-02-24,Juvenile
21,2023-02-23,2023-02-24,Juvenile
21,2022-10-12,2023-02-24,Juvenile
21,2023-02-23,2023-02-24,Juvenile
21,2022-12-27,2023-02-27,Juvenile
21,2023-03-01,2023-03-01,Juvenile
21,2022-11-10,2023-03-01,Juvenile
21,2023-03-01,2023-03-01,Juvenile
21,2023-03-01,2023-03-02,Juvenile
21,2023-03-01,2023-03-02,Juvenile
21,2023-03-02,2023-03-03,Juvenile
21,2023-03-02,2023-03-03,Juvenile
21,2023-03-06,2023-03-06,Juvenile
21,2023-03-06,2023-03-06,Juvenile
21,2023-03-09,2023-03-09,Juvenile
21,2023-03-09,2023-03-09,Juvenile
21,2023-03-10,2023-03-10,Juvenile
21,2023-03-10,2023-03-10,Juvenile
21,2023-03-10,2023-03-10,Juvenile
21,2023-03-10,2023-03-10,Juvenile
21,2023-03-10,2023-03-10,Juvenile
21,2023-03-10,2023-03-10,Juvenile
21,2023-03-10,2023-03-10,Juvenile
21,2022-11-15,2023-03-10,Juvenile
21,2023-03-10,2023-03-10,Juvenile
21,2023-03-10,2023-03-10,Juvenile
21,2023-03-10,2023-03-10,Juvenile
21,2022-12-09,2023-03-13,Juvenile
21,2023-03-13,2023-03-13,Juvenile
21,2022-11-10,2023-03-13,Juvenile
21,2023-03-13,2023-03-13,Juvenile
21,2023-03-14,2023-03-14,Juvenile
21,2023-03-14,2023-03-14,Juvenile
21,2022-12-14,2023-03-14,Juvenile
21,2022-12-12,2023-03-15,Juvenile
21,2022-12-05,2023-03-17,Juvenile
21,2022-12-16,2023-03-20,Juvenile
21,2023-03-20,2023-03-20,Juvenile
21,2023-03-20,2023-03-20,Juvenile
21,2023-03-20,2023-03-20,Juvenile
21,2023-03-20,2023-03-20,Juvenile
21,2022-12-27,2023-03-21,Juvenile
21,2022-12-12,2023-03-21,Juvenile
21,2022-12-21,2023-03-22,Juvenile
21,2022-12-28,2023-03-22,Juvenile
21,2023-03-23,2023-03-24,Juvenile
21,2023-02-24,2023-03-24,Juvenile
21,2023-03-23,2023-03-24,Juvenile
21,2023-02-24,2023-03-24,Juvenile
21,2023-03-27,2023-03-27,Juvenile
21,2023-03-27,2023-03-27,Juvenile
21,2022-11-16,2023-03-28,Juvenile
21,2023-01-19,2023-03-29,Juvenile
21,2023-01-19,2023-03-29,Juvenile
21,2023-03-31,2023-03-31,Juvenile
21,2023-03-31,2023-03-31,Juvenile
21,2022-12-14,2023-04-03,Juvenile
21,2023-01-10,2023-04-05,Juvenile
21,2023-01-10,2023-04-05,Juvenile
21,2022-11-10,2023-04-05,Juvenile
21,2022-12-28,2023-04-06,Juvenile
21,2023-04-06,2023-04-06,Juvenile
21,2023-04-06,2023-04-06,Juvenile
21,2023-04-06,2023-04-06,Juvenile
21,2023-04-06,2023-04-06,Juvenile
21,2023-04-07,2023-04-07,Juvenile
21,2023-04-07,2023-04-07,Juvenile
21,2023-04-07,2023-04-07,Juvenile
21,2023-04-07,2023-04-07,Juvenile
21,2023-04-07,2023-04-07,Juvenile
21,2023-04-07,2023-04-07,Juvenile
21,2023-04-11,2023-04-11,Juvenile
21,2023-04-11,2023-04-11,Juvenile
21,2023-04-11,2023-04-11,Juvenile
21,2023-04-11,2023-04-11,Juvenile
21,2023-04-12,2023-04-12,Juvenile
21,2023-04-12,2023-04-12,Juvenile
21,2023-04-12,2023-04-12,Juvenile
21,2023-04-12,2023-04-12,Juvenile
21,2023-04-13,2023-04-13,Juvenile
21,2023-02-13,2023-04-13,Juvenile
21,2023-04-13,2023-04-13,Juvenile
21,2023-04-13,2023-04-13,Juvenile
21,2023-04-12,2023-04-13,Juvenile
21,2023-04-13,2023-04-13,Juvenile
21,2023-01-17,2023-04-13,Juvenile
21,2023-04-13,2023-04-13,Juvenile
21,2023-04-13,2023-04-13,Juvenile
21,2023-04-13,2023-04-13,Juvenile
21,2023-01-17,2023-04-13,Juvenile
21,2023-02-13,2023-04-13,Juvenile
21,2023-04-13,2023-04-13,Juvenile
21,2023-04-12,2023-04-13,Juvenile
21,2023-04-13,2023-04-13,Juvenile
21,2023-04-13,2023-04-13,Juvenile
21,2023-04-13,2023-04-13,Juvenile
21,2023-04-13,2023-04-13,Juvenile
21,2023-04-13,2023-04-13,Juvenile
21,2023-04-13,2023-04-13,Juvenile
21,2023-04-13,2023-04-13,Juvenile
21,2023-04-13,2023-04-13,Juvenile
21,2023-01-13,2023-04-14,Juvenile
21,2023-04-14,2023-04-14,Juvenile
21,2023-04-14,2023-04-14,Juvenile
21,2023-04-14,2023-04-14,Juvenile
21,2023-04-14,2023-04-14,Juvenile
21,2023-04-14,2023-04-14,Juvenile
21,2023-04-14,2023-04-14,Juvenile
21,2022-06-10,2023-04-14,Juvenile
21,2023-01-13,2023-04-14,Juvenile
21,2022-11-01,2023-04-14,Juvenile
21,2022-09-22,2023-04-14,Juvenile
21,2022-12-12,2023-04-18,Juvenile
21,2023-01-19,2023-04-19,Juvenile
21,2023-01-19,2023-04-19,Juvenile
21,2023-04-20,2023-04-20,Juvenile
21,2023-04-20,2023-04-20,Juvenile
21,2022-12-08,2023-04-21,Juvenile
21,2022-09-01,2023-04-21,Juvenile
21,2023-04-21,2023-04-21,Juvenile
21,2023-04-21,2023-04-21,Juvenile
21,2022-11-22,2023-04-25,Juvenile
21,2023-01-05,2023-04-27,Juvenile
21,2022-11-25,2023-04-27,Juvenile
21,2023-01-05,2023-04-27,Juvenile
21,2022-12-05,2023-05-08,Juvenile
21,2022-08-04,2023-05-12,Juvenile
21,2023-02-14,2023-05-15,Juvenile
21,2023-02-13,2023-05-15,Juvenile
21,2023-02-20,2023-05-15,Juvenile
21,2023-02-14,2023-05-15,Juvenile
21,2023-02-13,2023-05-15,Juvenile
21,2023-02-20,2023-05-15,Juvenile
21,2023-03-16,2023-05-17,Juvenile
21,2022-12-14,2023-05-17,Juvenile
21,2023-03-16,2023-05-17,Juvenile
21,2023-05-15,2023-05-18,Juvenile
21,2023-05-15,2023-05-18,Juvenile
21,2023-03-08,2023-05-18,Juvenile
21,2023-05-16,2023-05-18,Juvenile
21,2023-03-14,2023-05-18,Juvenile
21,2023-03-08,2023-05-18,Juvenile
21,2023-05-16,2023-05-18,Juvenile
21,2023-03-14,2023-05-18,Juvenile
21,2022-10-13,2023-05-22,Juvenile
21,2023-03-02,2023-05-24,Juvenile
21,2023-03-02,2023-05-24,Juvenile
21,2022-10-06,2023-05-24,Juvenile
21,2022-10-24,2023-05-25,Juvenile
21,2023-05-15,2023-05-30,Juvenile
21,2023-03-21,2023-05-30,Juvenile
21,2023-05-15,2023-05-30,Juvenile
21,2023-03-21,2023-05-30,Juvenile
21,2023-05-31,2023-05-31,Juvenile
21,2023-03-28,2023-05-31,Juvenile
21,2023-03-28,2023-05-31,Juvenile
21,2023-05-31,2023-05-31,Juvenile
21,2023-02-07,2023-06-01,Juvenile
21,2022-08-03,2023-06-01,Juvenile
21,2023-02-07,2023-06-01,Juvenile
21,2023-03-15,2023-06-02,Juvenile
21,2022-12-19,2023-06-02,Juvenile
21,2023-03-15,2023-06-02,Juvenile
21,2023-01-06,2023-06-06,Juvenile
21,2023-01-06,2023-06-06,Juvenile
21,2023-04-20,2023-06-08,Juvenile
21,2023-01-03,2023-06-08,Juvenile
21,2023-04-20,2023-06-08,Juvenile
21,2023-01-03,2023-06-08,Juvenile
21,2023-03-10,2023-06-09,Juvenile
21,2023-03-10,2023-06-09,Juvenile
21,2023-03-16,2023-06-13,Juvenile
21,2023-03-16,2023-06-13,Juvenile
21,2023-02-21,2023-06-13,Juvenile
21,2023-02-21,2023-06-13,Juvenile
21,2022-12-29,2023-06-15,Juvenile
21,2023-04-14,2023-06-15,Juvenile
21,2023-04-14,2023-06-15,Juvenile
21,2022-12-29,2023-06-15,Juvenile
21,2023-04-21,2023-06-22,Juvenile
21,2023-04-21,2023-06-22,Juvenile
21,2023-04-06,2023-06-27,Juvenile
21,2023-04-06,2023-06-27,Juvenile
21,2023-04-03,2023-06-28,Juvenile
21,2023-04-03,2023-06-28,Juvenile
21,2023-01-31,2023-06-30,Juvenile
21,2023-01-31,2023-06-30,Juvenile
21,2023-04-28,2023-07-05,Juvenile
21,2023-03-07,2023-07-05,Juvenile
21,2023-03-06,2023-07-05,Juvenile
21,2023-04-28,2023-07-05,Juvenile
21,2023-03-07,2023-07-05,Juvenile
21,2023-03-06,2023-07-05,Juvenile
21,2022-08-29,2023-07-05,Juvenile
21,2023-04-26,2023-07-06,Juvenile
21,2023-04-26,2023-07-06,Juvenile
21,2023-03-15,2023-07-07,Juvenile
21,2023-02-27,2023-07-07,Juvenile
21,2023-03-10,2023-07-07,Juvenile
21,2023-02-27,2023-07-07,Juvenile
21,2023-03-15,2023-07-07,Juvenile
21,2023-03-10,2023-07-07,Juvenile
21,2023-03-30,2023-07-10,Juvenile
21,2023-01-31,2023-07-10,Juvenile
21,2023-03-30,2023-07-10,Juvenile
21,2023-01-31,2023-07-10,Juvenile
21,2023-04-04,2023-07-11,Juvenile
21,2023-05-31,2023-07-11,Juvenile
21,2023-05-31,2023-07-11,Juvenile
21,2023-04-04,2023-07-11,Juvenile
21,2022-12-20,2023-07-11,Juvenile
21,2023-06-05,2023-07-12,Juvenile
21,2023-06-05,2023-07-12,Juvenile
21,2022-08-12,2023-07-12,Juvenile
21,2023-04-13,2023-07-14,Juvenile
21,2023-04-13,2023-07-14,Juvenile
21,2023-04-18,2023-07-17,Juvenile
21,2023-04-18,2023-07-17,Juvenile
21,2023-05-11,2023-07-18,Juvenile
21,2023-04-06,2023-07-18,Juvenile
21,2023-04-06,2023-07-18,Juvenile
21,2023-05-11,2023-07-18,Juvenile
21,2023-04-20,2023-07-21,Juvenile
21,2023-05-26,2023-07-21,Juvenile
21,2023-04-20,2023-07-21,Juvenile
21,2023-05-26,2023-07-21,Juvenile
21,2023-03-21,2023-07-24,Juvenile
21,2023-03-21,2023-07-24,Juvenile
21,2023-05-04,2023-07-25,Juvenile
21,2023-03-24,2023-07-25,Juvenile
21,2023-03-24,2023-07-25,Juvenile
21,2023-05-04,2023-07-25,Juvenile
21,2023-02-13,2023-07-28,Juvenile
21,2023-02-13,2023-07-28,Juvenile
21,2023-05-10,2023-07-31,Juvenile
21,2023-05-10,2023-07-31,Juvenile
21,2023-05-25,2023-07-31,Juvenile
21,2023-06-01,2023-07-31,Juvenile
21,2023-05-04,2023-07-31,Juvenile
21,2023-05-25,2023-07-31,Juvenile
21,2023-05-04,2023-07-31,Juvenile
21,2023-06-01,2023-07-31,Juvenile
21,2023-06-01,2023-08-01,Juvenile
21,2023-06-01,2023-08-01,Juvenile
21,2023-06-13,2023-08-02,Juvenile
21,2023-01-25,2023-08-02,Juvenile
21,2023-06-13,2023-08-02,Juvenile
21,2023-01-25,2023-08-02,Juvenile
21,2023-04-26,2023-08-10,Juvenile
21,2023-04-26,2023-08-10,Juvenile
21,2023-05-22,2023-08-11,Juvenile
21,2023-05-22,2023-08-11,Juvenile
21,2023-05-09,2023-08-11,Juvenile
21,2023-05-09,2023-08-11,Juvenile
21,2023-03-24,2023-08-14,Juvenile
21,2023-01-24,2023-08-14,Juvenile
21,2023-03-24,2023-08-14,Juvenile
21,2023-01-24,2023-08-14,Juvenile
21,2023-05-19,2023-08-16,Juvenile
21,2023-05-19,2023-08-16,Juvenile
21,2023-05-04,2023-08-17,Juvenile
21,2023-05-04,2023-08-17,Juvenile
21,2023-06-20,2023-08-18,Juvenile
21,2023-02-06,2023-08-18,Juvenile
21,2023-06-20,2023-08-18,Juvenile
21,2023-02-06,2023-08-18,Juvenile
21,2023-05-09,2023-08-21,Juvenile
21,2023-05-09,2023-08-21,Juvenile
21,2023-06-20,2023-08-21,Juvenile
21,2023-05-15,2023-08-21,Juvenile
21,2023-05-31,2023-08-21,Juvenile
21,2023-03-13,2023-08-21,Juvenile
21,2023-06-20,2023-08-21,Juvenile
21,2023-05-15,2023-08-21,Juvenile
21,2023-05-31,2023-08-21,Juvenile
21,2023-03-13,2023-08-21,Juvenile
21,2023-05-17,2023-08-22,Juvenile
21,2023-06-21,2023-08-22,Juvenile
21,2023-06-21,2023-08-22,Juvenile
21,2023-05-17,2023-08-22,Juvenile
21,2023-05-01,2023-08-23,Juvenile
21,2023-05-01,2023-08-23,Juvenile
21,2023-07-27,2023-08-24,Juvenile
21,2023-05-01,2023-08-24,Juvenile
21,2023-07-27,2023-08-24,Juvenile
21,2023-05-01,2023-08-24,Juvenile
21,2023-05-25,2023-08-25,Juvenile
21,2023-05-25,2023-08-25,Juvenile
21,2023-05-31,2023-08-25,Juvenile
21,2023-05-31,2023-08-25,Juvenile
21,2023-08-09,2023-08-29,Juvenile
