district,Accepted Date,Successfully Completed Date,Diversion Case Type
18,2023-04-18,2023-11-30,Juvenile
18,2023-04-14,2023-12-04,Juvenile
18,2023-07-25,2023-12-04,Juvenile
18,2023-06-12,2023-12-06,Adult
18,2023-06-15,2023-12-06,Juvenile
18,2023-06-26,2023-12-06,Juvenile
18,2023-09-13,2023-12-06,Juvenile
18,2023-09-08,2023-12-08,Adult
18,2023-08-10,2023-12-08,Juvenile
18,2023-07-20,2023-12-08,Juvenile
18,2023-08-28,2023-12-11,Juvenile
18,2023-04-11,2023-12-12,Adult
18,2023-06-21,2023-12-12,Juvenile
18,2023-08-09,2023-12-13,Adult
18,2023-06-22,2023-12-13,Juvenile
18,2023-08-10,2023-12-14,Juvenile
18,2023-03-14,2023-12-18,Juvenile
18,2023-04-17,2023-12-19,Juvenile
18,2023-04-18,2023-12-19,Juvenile
18,2023-09-25,2023-12-20,Juvenile
18,2023-05-23,2023-12-20,Adult
18,2023-05-03,2023-12-20,Juvenile
18,2023-05-23,2023-12-20,Adult
18,2023-05-17,2023-12-20,Juvenile
18,2023-07-10,2023-12-20,Juvenile
18,2023-08-14,2023-12-21,Juvenile
18,2023-06-27,2023-12-21,Adult
18,2023-07-06,2023-12-21,Juvenile
18,2023-02-06,2023-12-21,Ad. Recovery
18,2023-08-02,2023-12-21,Juvenile
18,2023-09-06,2023-12-27,Juvenile
18,2023-09-07,2024-01-02,Ad. Recovery
18,2023-08-31,2024-01-03,Juvenile
18,2023-05-22,2024-01-03,Juvenile
18,2023-06-12,2024-01-03,Juvenile
18,2023-04-20,2024-01-04,Adult
18,2023-02-27,2024-01-04,Juvenile
18,2023-10-19,2024-01-04,Adult
18,2023-07-27,2024-01-08,Juvenile
18,2023-05-22,2024-01-08,Juvenile
18,2023-10-17,2024-01-08,Ad. Recovery
18,2023-07-10,2024-01-09,Juvenile
18,2023-07-26,2024-01-09,Juvenile
18,2023-09-06,2024-01-10,Juvenile
18,2023-07-11,2024-01-10,Juvenile
18,2023-08-31,2024-01-11,Juvenile
18,2023-08-22,2024-01-18,Adult
18,2023-06-22,2024-01-18,Juvenile
18,2023-09-26,2024-01-18,Adult
18,2023-09-05,2024-01-18,Adult
18,2023-08-09,2024-01-20,Juvenile
18,2023-06-07,2024-01-22,Juvenile
18,2023-03-27,2024-01-23,Juvenile
18,2023-08-09,2024-01-24,Juvenile
18,2023-07-19,2024-01-25,Adult
18,2023-10-11,2024-01-29,Juvenile
18,2023-10-23,2024-01-30,Adult
18,2023-05-16,2024-01-31,Adult
18,2023-07-10,2024-01-31,Adult
18,2023-07-24,2024-02-01,Adult
18,2023-12-11,2024-02-05,Ad. Recovery
18,2023-03-14,2024-02-05,Adult
18,2023-07-13,2024-02-05,Juvenile
18,2023-08-15,2024-02-06,Juvenile
18,2023-08-03,2024-02-06,Juvenile
18,2023-03-02,2024-02-07,Juvenile
18,2023-09-05,2024-02-07,Juvenile
18,2023-09-19,2024-02-07,Adult
18,2023-05-11,2024-02-08,Adult
18,2023-05-11,2024-02-08,Adult
18,2023-07-06,2024-02-11,Juvenile
18,2023-08-24,2024-02-12,Juvenile
18,2023-08-15,2024-02-13,Juvenile
18,2023-07-31,2024-02-15,Juvenile
18,2023-03-27,2024-02-15,Adult
18,2023-05-30,2024-02-15,Juvenile
18,2023-03-16,2024-02-15,Juvenile
18,2023-08-07,2024-02-20,Adult
18,2023-10-23,2024-02-21,Juvenile
18,2023-11-06,2024-02-22,Adult
18,2023-12-21,2024-02-22,Ad. Recovery
18,2023-02-09,2024-02-26,Juvenile
18,2023-08-23,2024-02-28,Juvenile
18,2023-10-17,2024-02-28,Juvenile
18,2023-11-30,2024-02-28,Adult
18,2023-01-19,2024-02-29,Juvenile
18,2023-08-25,2024-02-29,Juvenile
18,2023-08-07,2024-02-29,Juvenile
18,2023-10-18,2024-02-29,Juvenile
18,2023-10-09,2024-03-04,Juvenile
18,2023-09-28,2024-03-04,Adult
18,2023-04-03,2024-03-05,Adult
18,2023-10-19,2024-03-06,Juvenile
18,2023-08-31,2024-03-07,Juvenile
18,2023-09-27,2024-03-11,Adult
18,2023-11-21,2024-03-12,Adult
18,2023-10-30,2024-03-12,Adult
18,2023-09-13,2024-03-13,Juvenile
18,2023-08-15,2024-03-13,Juvenile
18,2023-12-21,2024-03-13,Juvenile
18,2023-04-28,2024-03-14,Adult
18,2023-10-17,2024-03-15,Juvenile
18,2023-11-02,2024-03-16,Juvenile
18,2023-11-21,2024-03-18,Adult
18,2023-08-30,2024-03-18,Juvenile
18,2023-08-30,2024-03-19,Adult
18,2023-09-18,2024-03-20,Juvenile
18,2023-06-14,2024-03-20,Adult
18,2023-08-03,2024-03-21,Juvenile
18,2023-08-24,2024-03-21,Juvenile
18,2023-10-13,2024-03-21,Juvenile
18,2023-10-17,2024-03-21,Juvenile
18,2023-08-22,2024-03-21,Juvenile
18,2023-12-12,2024-03-28,Adult
18,2023-02-01,2024-04-02,Adult
18,2023-03-29,2024-04-03,Juvenile
18,2023-08-03,2024-04-03,Juvenile
18,2023-08-21,2024-04-03,Juvenile
18,2023-04-20,2024-04-03,Juvenile
18,2023-11-02,2024-04-03,Adult
18,2023-12-14,2024-04-04,Adult
18,2023-09-14,2024-04-04,Juvenile
18,2023-10-04,2024-04-04,Adult
18,2023-04-20,2024-04-04,Adult
18,2023-09-14,2024-04-04,Juvenile
18,2023-08-03,2024-04-04,Juvenile
18,2023-03-29,2024-04-08,Juvenile
18,2023-12-12,2024-04-09,Adult
18,2023-09-27,2024-04-09,Juvenile
18,2023-10-12,2024-04-09,Juvenile
18,2023-12-13,2024-04-09,Adult
18,2023-10-24,2024-04-10,Juvenile
18,2023-11-13,2024-04-10,Juvenile
18,2023-12-07,2024-04-10,Juvenile
18,2023-11-13,2024-04-10,Adult
18,2023-07-19,2024-04-15,Juvenile
18,2023-11-30,2024-04-16,Adult
18,2023-11-15,2024-04-16,Juvenile
18,2023-11-01,2024-04-16,Adult
18,2023-12-05,2024-04-17,Adult
18,2023-11-30,2024-04-17,Adult
18,2023-12-05,2024-04-17,Adult
18,2023-11-28,2024-04-18,Adult
18,2023-11-15,2024-04-18,Juvenile
18,2023-11-02,2024-04-18,Juvenile
18,2023-06-08,2024-04-18,Adult
18,2023-05-05,2024-04-18,Juvenile
18,2023-09-29,2024-04-22,Juvenile
18,2023-10-31,2024-04-22,Adult
18,2023-09-28,2024-04-22,Juvenile
18,2023-12-12,2024-04-23,Adult
18,2023-12-18,2024-04-23,Adult
18,2023-07-31,2024-04-29,Juvenile
18,2023-09-07,2024-04-29,Juvenile
18,2023-09-07,2024-04-29,Juvenile
18,2023-08-29,2024-04-29,Adult
18,2023-05-11,2024-04-30,Adult
18,2023-11-02,2024-05-01,Adult
18,2023-07-20,2024-05-02,Adult
18,2023-07-24,2024-05-06,Juvenile
18,2023-08-10,2024-05-06,Juvenile
18,2023-11-21,2024-05-06,Adult
18,2023-12-05,2024-05-07,Juvenile
18,2023-12-11,2024-05-07,Juvenile
18,2023-10-18,2024-05-08,Juvenile
18,2023-11-06,2024-05-08,Juvenile
18,2023-10-18,2024-05-08,Juvenile
18,2023-12-04,2024-05-09,Juvenile
18,2023-11-21,2024-05-09,Adult
18,2023-10-25,2024-05-09,Juvenile
18,2023-08-08,2024-05-09,Juvenile
18,2023-10-18,2024-05-13,Juvenile
18,2023-12-07,2024-05-13,Juvenile
18,2023-09-21,2024-05-13,Juvenile
18,2023-11-21,2024-05-13,Juvenile
18,2023-12-20,2024-05-13,Juvenile
18,2023-08-16,2024-05-14,Juvenile
18,2023-12-27,2024-05-15,Juvenile
18,2023-11-16,2024-05-15,Adult
18,2023-12-19,2024-05-15,Adult
18,2023-12-21,2024-05-15,Adult
18,2023-09-11,2024-05-15,Juvenile
18,2023-12-14,2024-05-15,Juvenile
18,2023-08-29,2024-05-16,Juvenile
18,2023-11-16,2024-05-20,Ad. Recovery
18,2023-11-15,2024-05-21,Juvenile
18,2023-11-15,2024-05-21,Juvenile
18,2023-12-21,2024-05-22,Juvenile
18,2023-11-16,2024-05-22,Juvenile
18,2023-11-15,2024-05-22,Adult
18,2023-12-11,2024-05-23,Adult
18,2023-11-16,2024-05-28,Juvenile
18,2023-12-11,2024-05-29,Adult
18,2023-11-28,2024-05-29,Adult
18,2023-10-24,2024-05-30,Adult
18,2023-07-27,2024-05-30,Juvenile
18,2023-05-31,2024-05-30,Juvenile
18,2023-11-01,2024-06-03,Juvenile
18,2023-12-12,2024-06-03,Adult
18,2023-12-18,2024-06-03,Adult
18,2023-12-18,2024-06-03,Adult
18,2023-11-09,2024-06-03,Adult
18,2023-07-20,2024-06-04,Juvenile
18,2023-11-01,2024-06-10,Juvenile
18,2023-10-19,2024-06-10,Juvenile
18,2023-12-11,2024-06-11,Adult
18,2023-03-01,2024-06-11,Ad. Recovery
18,2023-12-05,2024-06-11,Juvenile
18,2023-12-04,2024-06-18,Juvenile
18,2023-10-10,2024-06-20,Adult
18,2023-12-13,2024-07-01,Juvenile
18,2023-12-19,2024-07-01,Juvenile
18,2023-11-14,2024-07-01,Juvenile
18,2023-12-28,2024-07-09,Juvenile
18,2023-11-30,2024-07-16,Adult
18,2023-10-11,2024-07-16,Juvenile
18,2023-07-25,2024-07-16,Adult
18,2023-12-14,2024-07-16,Adult
18,2023-03-07,2024-07-17,Juvenile
18,2023-09-27,2024-07-17,Juvenile
18,2023-07-17,2024-07-25,Adult
