Quarter,Count,District
2019 Q1,2,17
2019 Q2,1,17
2019 Q3,10,17
2019 Q4,15,17
2020 Q1,11,17
2020 Q2,18,17
2020 Q3,18,17
2020 Q4,20,17
2021 Q1,15,17
2021 Q2,15,17
2021 Q3,12,17
2021 Q4,11,17
2022 Q1,16,17
2022 Q2,19,17
2022 Q3,25,17
2022 Q4,19,17
2023 Q1,27,17
2023 Q2,20,17
2023 Q3,13,17
2023 Q4,30,17
2024 Q1,8,17
