district,Accepted Date,Successfully Completed Date,Diversion Case Type
05,2022-01-14,2022-01-25,Juvenile
05,2021-12-06,2022-01-28,Juvenile
05,2022-03-25,2022-03-29,Juvenile
05,2021-04-23,2022-03-29,Juvenile
05,2022-02-11,2022-05-16,Juvenile
05,2022-05-18,2022-05-24,Juvenile
05,2022-05-18,2022-05-24,Juvenile
05,2022-05-25,2022-05-31,Juvenile
05,2022-06-08,2022-06-08,Juvenile
05,2022-06-08,2022-06-08,Juvenile
05,2021-06-24,2022-06-08,Juvenile
05,2022-06-08,2022-06-08,Juvenile
05,2021-04-20,2022-06-08,Juvenile
05,2021-02-18,2022-06-08,Juvenile
05,2022-06-08,2022-06-08,Juvenile
05,2021-06-24,2022-06-08,Juvenile
05,2021-04-21,2022-06-08,Juvenile
05,2021-07-28,2022-06-08,Juvenile
05,2021-06-24,2022-06-08,Juvenile
05,2022-06-08,2022-06-08,Juvenile
05,2021-07-28,2022-06-08,Juvenile
05,2022-06-08,2022-06-08,Juvenile
05,2022-06-08,2022-06-08,Juvenile
05,2021-06-24,2022-06-08,Juvenile
05,2022-06-08,2022-06-08,Juvenile
05,2022-06-08,2022-06-08,Juvenile
05,2022-06-08,2022-06-08,Juvenile
05,2022-06-07,2022-06-22,Juvenile
05,2022-06-07,2022-06-22,Juvenile
05,2022-06-07,2022-07-01,Juvenile
05,2022-06-22,2022-07-01,Juvenile
05,2022-06-10,2022-07-05,Juvenile
05,2022-07-13,2022-07-14,Juvenile
05,2022-07-12,2022-07-14,Juvenile
05,2022-07-13,2022-07-14,Juvenile
05,2022-07-12,2022-07-14,Juvenile
05,2022-07-21,2022-07-26,Juvenile
05,2022-08-03,2022-08-10,Juvenile
05,2022-08-03,2022-08-10,Juvenile
05,2022-08-03,2022-08-10,Juvenile
05,2022-07-28,2022-08-10,Juvenile
05,2022-08-04,2022-08-10,Juvenile
05,2022-02-11,2022-08-15,Juvenile
05,2022-08-11,2022-08-15,Juvenile
05,2022-02-01,2022-08-31,Juvenile
05,2022-04-20,2022-08-31,Juvenile
05,2022-04-29,2022-08-31,Juvenile
05,2022-02-08,2022-08-31,Juvenile
05,2022-02-08,2022-08-31,Juvenile
05,2022-02-08,2022-08-31,Juvenile
05,2022-05-24,2022-08-31,Juvenile
05,2022-09-01,2022-09-08,Juvenile
05,2022-04-06,2022-10-10,Juvenile
05,2022-04-08,2022-10-10,Juvenile
05,2022-08-08,2022-10-10,Juvenile
05,2022-06-02,2022-10-19,Juvenile
05,2022-04-25,2022-10-26,Juvenile
05,2022-10-05,2022-11-02,Juvenile
05,2022-08-03,2022-11-09,Juvenile
05,2022-04-28,2022-11-09,Juvenile
05,2022-04-29,2022-11-09,Juvenile
05,2022-05-04,2022-11-09,Juvenile
05,2022-04-27,2022-11-09,Juvenile
05,2022-05-04,2022-11-09,Juvenile
05,2022-11-04,2022-11-14,Juvenile
05,2022-11-03,2022-11-14,Juvenile
05,2022-11-14,2022-11-14,Juvenile
05,2022-11-10,2022-11-14,Juvenile
05,2022-11-17,2022-11-21,Juvenile
05,2022-11-18,2022-11-21,Juvenile
05,2022-11-17,2022-11-21,Juvenile
05,2022-11-17,2022-11-21,Juvenile
05,2022-11-17,2022-11-21,Juvenile
05,2022-05-05,2022-12-07,Juvenile
05,2022-12-16,2022-12-19,Juvenile
05,2022-12-12,2022-12-19,Juvenile
05,2022-12-13,2022-12-19,Juvenile
05,2023-01-19,2023-01-23,Juvenile
05,2023-01-05,2023-01-23,Juvenile
05,2023-01-11,2023-01-23,Juvenile
05,2023-01-11,2023-01-23,Juvenile
05,2022-08-03,2023-02-09,Juvenile
05,2023-02-09,2023-02-14,Juvenile
05,2022-04-20,2023-02-15,Juvenile
05,2022-11-16,2023-03-21,Juvenile
05,2023-04-13,2023-04-20,Juvenile
05,2023-04-27,2023-05-04,Juvenile
05,2023-04-27,2023-05-04,Juvenile
05,2023-05-05,2023-05-09,Juvenile
05,2022-11-02,2023-05-12,Juvenile
05,2022-09-02,2023-05-12,Juvenile
05,2022-11-22,2023-05-12,Juvenile
05,2022-11-09,2023-05-17,Juvenile
05,2022-10-28,2023-05-17,Juvenile
05,2023-01-18,2023-05-22,Juvenile
05,2022-11-09,2023-05-25,Juvenile
05,2021-12-13,2023-05-25,Juvenile
05,2022-11-03,2023-05-25,Juvenile
05,2022-11-09,2023-05-25,Juvenile
05,2022-05-11,2023-05-31,Juvenile
05,2022-05-05,2023-06-07,Juvenile
05,2023-02-01,2023-06-15,Juvenile
05,2023-02-02,2023-06-22,Juvenile
05,2022-11-09,2023-06-22,Juvenile
05,2022-05-25,2023-06-22,Juvenile
05,2022-10-07,2023-07-06,Juvenile
05,2023-03-16,2023-07-20,Juvenile
05,2023-02-16,2023-07-20,Juvenile
05,2021-07-28,2023-07-20,Juvenile
05,2021-07-28,2023-07-26,Juvenile
05,2020-09-10,2023-07-26,Juvenile
05,2021-02-18,2023-07-26,Juvenile
05,2023-01-04,2023-07-27,Juvenile
05,2022-05-13,2023-08-31,Juvenile
05,2023-03-24,2023-09-07,Juvenile
05,2023-01-31,2023-10-03,Juvenile
05,2023-07-27,2023-11-03,Juvenile
05,2023-04-18,2023-11-07,Juvenile
05,2023-07-05,2023-11-22,Juvenile
05,2023-04-26,2023-11-30,Juvenile
05,2023-05-25,2023-11-30,Juvenile
05,2023-08-10,2023-11-30,Juvenile
05,2023-08-17,2023-12-04,Juvenile
05,2023-06-13,2024-01-17,Juvenile
05,2023-09-01,2024-02-01,Juvenile
05,2023-07-19,2024-02-08,Juvenile
05,2022-11-10,2024-02-20,Juvenile
05,2023-04-26,2024-02-27,Juvenile
05,2023-12-27,2024-03-06,Juvenile
05,2023-08-31,2024-03-15,Juvenile
05,2023-08-31,2024-03-15,Juvenile
05,2023-07-13,2024-03-20,Juvenile
05,2023-07-11,2024-03-20,Juvenile
05,2023-07-13,2024-03-20,Juvenile
05,2023-12-18,2024-03-22,Juvenile
05,2023-11-29,2024-03-27,Juvenile
05,2023-04-28,2024-04-02,Juvenile
05,2023-08-08,2024-04-04,Juvenile
05,2022-08-09,2024-04-05,Juvenile
05,2023-11-06,2024-04-12,Juvenile
05,2023-11-28,2024-04-12,Juvenile
05,2023-10-20,2024-04-18,Juvenile
05,2023-10-19,2024-04-25,Juvenile
05,2023-07-13,2024-04-25,Juvenile
05,2023-11-14,2024-04-25,Juvenile
05,2023-10-19,2024-04-25,Juvenile
05,2023-11-15,2024-04-25,Juvenile
05,2023-10-20,2024-04-26,Juvenile
05,2023-10-31,2024-04-29,Juvenile
05,2023-11-27,2024-05-01,Juvenile
05,2023-11-06,2024-05-10,Juvenile
05,2023-11-07,2024-05-10,Juvenile
05,2023-11-22,2024-05-14,Juvenile
05,2023-11-13,2024-05-16,Juvenile
05,2023-08-04,2024-05-23,Juvenile
05,2023-08-01,2024-05-24,Juvenile
05,2023-11-21,2024-05-31,Juvenile
05,2023-11-09,2024-06-11,Juvenile
05,2023-05-01,2024-06-18,Juvenile
05,2023-09-29,2024-06-21,Juvenile
05,2023-10-18,2024-06-26,Juvenile
05,2022-04-08,2024-07-10,Juvenile
05,2023-11-22,2024-07-11,Juvenile
05,2023-10-13,2024-07-11,Juvenile
05,2023-06-16,2024-07-11,Juvenile
05,2023-12-14,2024-07-11,Juvenile
