district,Accepted Date,Successfully Completed Date,Diversion Case Type
17,2023-12-14,2024-04-02,Juvenile
17,2023-01-17,2024-04-02,Juvenile
17,2023-12-20,2024-04-03,Juvenile
17,2023-12-27,2024-04-08,Juvenile
17,2023-11-21,2024-04-08,Juvenile
17,2023-12-11,2024-04-09,Juvenile
17,2023-10-25,2024-04-11,Juvenile
17,2023-12-04,2024-04-12,Adult
17,2023-11-21,2024-04-18,Juvenile
17,2023-07-11,2024-04-18,Juvenile
17,2023-11-07,2024-04-24,Juvenile
17,2023-06-14,2024-04-25,Juvenile
17,2023-03-10,2024-04-25,Juvenile
17,2023-07-11,2024-04-29,Juvenile
17,2023-10-03,2024-04-29,Adult
17,2023-07-27,2024-05-03,Adult
17,2023-12-26,2024-05-06,Adult
17,2023-11-29,2024-05-06,Juvenile
17,2023-12-05,2024-05-09,Adult
17,2023-12-27,2024-05-09,Juvenile
17,2023-12-28,2024-05-09,Adult
17,2023-10-19,2024-05-09,Juvenile
17,2023-12-14,2024-05-14,Adult
17,2023-11-29,2024-05-16,Adult
17,2023-09-06,2024-05-20,Adult
17,2023-05-30,2024-05-20,Adult
17,2023-08-14,2024-05-20,Adult
17,2023-07-18,2024-05-20,Adult
17,2023-12-14,2024-05-20,Adult
17,2023-12-04,2024-05-21,Juvenile
17,2023-11-30,2024-05-23,Adult
17,2023-12-18,2024-05-24,Adult
17,2023-08-28,2024-05-24,Adult
17,2023-10-31,2024-05-24,Adult
17,2023-08-22,2024-05-28,Adult
17,2023-09-13,2024-05-28,Adult
17,2023-10-31,2024-05-29,Juvenile
17,2023-12-14,2024-05-29,Adult
17,2023-11-14,2024-05-29,Adult
17,2023-12-07,2024-05-29,Adult
17,2023-07-24,2024-05-29,Adult
17,2023-10-31,2024-05-29,Juvenile
17,2023-12-28,2024-05-30,Adult
17,2023-06-26,2024-05-30,Juvenile
17,2023-11-16,2024-05-30,Adult
17,2023-08-08,2024-06-04,Adult
17,2023-12-11,2024-06-05,Adult
17,2023-12-11,2024-06-05,Adult
17,2023-10-10,2024-06-06,Adult
17,2023-10-23,2024-06-06,Adult
17,2023-11-29,2024-06-06,Adult
17,2023-08-07,2024-06-06,Adult
17,2023-09-22,2024-06-06,Adult
17,2023-08-30,2024-06-06,Adult
17,2023-06-21,2024-06-18,Adult
17,2023-12-20,2024-06-25,Adult
17,2023-12-28,2024-06-27,Juvenile
17,2023-05-09,2024-06-28,Juvenile
17,2023-10-18,2024-07-02,Adult
17,2023-10-18,2024-07-08,Adult
17,2023-10-19,2024-07-08,Adult
17,2023-09-19,2024-07-09,Adult
17,2023-09-19,2024-07-09,Adult
17,2023-12-26,2024-07-11,Adult
17,2023-09-25,2024-07-12,Adult
17,2023-07-13,2024-07-17,Adult
17,2023-12-06,2024-07-18,Adult
17,2023-10-25,2024-07-23,Adult
17,2023-06-12,2024-07-25,Adult
17,2023-12-05,2024-07-25,Adult
