Quarter,Count,District
2019 Q4,10,09
2020 Q1,13,09
2020 Q2,9,09
2020 Q3,4,09
2020 Q4,0,09
2021 Q1,3,09
2021 Q2,5,09
2021 Q3,4,09
2021 Q4,0,09
2022 Q1,1,09
2022 Q2,16,09
2022 Q3,8,09
2022 Q4,20,09
2023 Q1,9,09
2023 Q2,22,09
2023 Q3,11,09
2023 Q4,11,09
