district,Accepted Date,Successfully Completed Date,Diversion Case Type
08,2023-02-14,2023-05-19,Juvenile
08,2022-12-08,2023-05-19,Juvenile
08,2022-11-28,2023-05-19,Juvenile
08,2022-12-28,2023-05-19,Juvenile
08,2023-01-23,2023-05-19,Juvenile
08,2022-12-08,2023-05-19,Juvenile
08,2022-11-21,2023-05-24,Juvenile
08,2022-12-16,2023-05-24,Juvenile
08,2022-12-15,2023-05-31,Juvenile
08,2020-10-08,2023-06-08,Juvenile
08,2020-09-23,2023-06-08,Juvenile
08,2020-09-23,2023-06-08,Juvenile
08,2022-12-05,2023-06-08,Juvenile
08,2023-01-20,2023-06-12,Juvenile
08,2022-12-08,2023-06-12,Juvenile
08,2022-12-08,2023-06-12,Juvenile
08,2023-01-03,2023-06-12,Juvenile
08,2023-04-17,2023-06-12,Juvenile
08,2023-02-02,2023-06-16,Juvenile
08,2022-12-20,2023-06-29,Juvenile
08,2020-10-20,2023-07-10,Juvenile
08,2023-03-23,2023-07-13,Juvenile
08,2023-02-07,2023-07-21,Juvenile
08,2023-03-02,2023-07-21,Juvenile
08,2023-04-10,2023-07-21,Juvenile
08,2023-03-06,2023-07-21,Juvenile
08,2023-06-14,2023-07-21,Juvenile
08,2022-06-27,2023-07-21,Juvenile
08,2023-02-08,2023-08-02,Juvenile
08,2022-01-09,2023-08-02,Juvenile
08,2023-03-07,2023-08-02,Juvenile
08,2023-03-06,2023-08-02,Juvenile
08,2023-03-14,2023-08-02,Juvenile
08,2023-04-10,2023-08-02,Juvenile
08,2023-03-14,2023-08-02,Juvenile
08,2022-11-05,2023-08-03,Juvenile
08,2022-12-01,2023-08-03,Juvenile
08,2023-06-14,2023-08-10,Juvenile
08,2023-05-22,2023-08-16,Juvenile
08,2023-04-10,2023-08-16,Juvenile
08,2023-01-12,2023-08-16,Juvenile
08,2022-12-12,2023-08-18,Juvenile
08,2023-05-18,2023-08-21,Juvenile
08,2023-03-07,2023-08-21,Juvenile
08,2023-04-10,2023-08-21,Juvenile
08,2023-05-01,2023-08-21,Juvenile
08,2023-02-02,2023-08-21,Juvenile
08,2023-02-17,2023-08-21,Juvenile
08,2023-06-08,2023-08-21,Juvenile
08,2022-11-22,2023-08-22,Juvenile
08,2023-03-27,2023-08-22,Juvenile
08,2023-02-14,2023-08-22,Juvenile
08,2021-07-13,2023-08-22,Juvenile
08,2022-12-20,2023-08-22,Juvenile
08,2022-04-26,2023-08-22,Juvenile
08,2023-01-23,2023-08-22,Juvenile
08,2023-01-23,2023-08-22,Juvenile
08,2023-06-08,2023-08-23,Juvenile
08,2023-04-19,2023-08-23,Juvenile
08,2023-02-16,2023-08-25,Juvenile
08,2023-03-20,2023-08-25,Juvenile
08,2023-03-01,2023-08-28,Juvenile
08,2023-08-04,2023-09-13,Juvenile
08,2023-07-07,2023-09-18,Juvenile
08,2023-01-31,2023-10-09,Juvenile
08,2023-07-24,2023-10-11,Juvenile
08,2023-07-26,2023-10-17,Juvenile
08,2023-05-10,2023-10-17,Juvenile
08,2023-05-16,2023-10-19,Juvenile
08,2023-06-21,2023-10-19,Juvenile
08,2022-04-26,2023-10-24,Juvenile
08,2023-05-30,2023-10-24,Juvenile
08,2023-05-01,2023-10-24,Juvenile
08,2022-11-22,2023-10-24,Juvenile
08,2023-04-24,2023-10-24,Juvenile
08,2022-11-22,2023-10-24,Juvenile
08,2023-06-16,2023-10-24,Juvenile
08,2023-03-27,2023-10-27,Juvenile
08,2023-03-12,2023-10-27,Juvenile
08,2023-03-12,2023-10-27,Juvenile
08,2023-01-24,2023-11-14,Juvenile
08,2023-05-12,2023-11-14,Juvenile
08,2023-03-14,2023-11-14,Juvenile
08,2023-05-16,2023-11-14,Juvenile
08,2023-06-01,2023-11-14,Juvenile
08,2023-06-05,2023-12-01,Juvenile
08,2023-06-12,2023-12-06,Juvenile
08,2023-03-13,2023-12-13,Juvenile
08,2023-09-18,2023-12-20,Juvenile
08,2023-05-08,2023-12-20,Juvenile
08,2023-11-08,2023-12-20,Juvenile
08,2023-02-15,2023-12-27,Juvenile
08,2023-07-20,2023-12-27,Juvenile
08,2023-02-07,2023-12-27,Juvenile
08,2023-03-29,2023-12-27,Juvenile
08,2022-05-24,2023-12-27,Juvenile
08,2023-03-24,2023-12-27,Juvenile
08,2023-09-29,2024-01-03,Juvenile
08,2023-08-16,2024-01-03,Juvenile
08,2023-10-30,2024-01-03,Juvenile
08,2023-08-07,2024-01-03,Juvenile
08,2023-07-24,2024-01-03,Juvenile
08,2023-08-08,2024-01-03,Juvenile
08,2023-08-07,2024-01-03,Juvenile
08,2023-09-11,2024-01-03,Juvenile
08,2023-08-14,2024-01-03,Juvenile
08,2023-03-28,2024-01-03,Juvenile
08,2023-07-10,2024-01-03,Juvenile
08,2023-04-05,2024-01-09,Juvenile
08,2023-06-20,2024-01-09,Juvenile
08,2023-09-20,2024-01-10,Juvenile
08,2023-11-01,2024-01-11,Juvenile
08,2023-05-25,2024-01-26,Juvenile
08,2023-10-09,2024-02-02,Juvenile
08,2023-05-01,2024-02-02,Juvenile
08,2023-10-25,2024-02-07,Juvenile
08,2023-02-23,2024-02-21,Juvenile
08,2023-10-16,2024-02-28,Juvenile
08,2023-11-20,2024-02-28,Juvenile
08,2023-07-07,2024-02-28,Juvenile
08,2023-07-10,2024-02-28,Juvenile
08,2023-10-18,2024-03-18,Juvenile
08,2022-11-09,2024-03-20,Juvenile
08,2022-06-27,2024-03-20,Juvenile
08,2023-05-31,2024-03-20,Juvenile
08,2022-07-15,2024-03-20,Juvenile
08,2023-11-27,2024-03-27,Juvenile
08,2023-06-14,2024-07-24,Juvenile
08,2023-12-04,2024-07-24,Juvenile
08,2023-06-21,2024-07-24,Juvenile
08,2023-05-31,2024-07-24,Juvenile
08,2023-06-14,2024-07-24,Juvenile
08,2023-07-05,2024-07-24,Juvenile
08,2023-11-20,2024-07-24,Juvenile
08,2022-06-16,2024-07-24,Juvenile
08,2023-11-06,2024-07-24,Juvenile
08,2023-12-04,2024-07-25,Juvenile
08,2023-12-27,2024-07-25,Juvenile
08,2023-12-20,2024-07-25,Juvenile
