Quarter,Count,District
2020 Q3,10,16
2020 Q4,1,16
2021 Q1,17,16
2021 Q2,3,16
2021 Q3,3,16
2021 Q4,6,16
2022 Q1,6,16
2022 Q2,1,16
2022 Q3,5,16
2022 Q4,0,16
2023 Q1,9,16
2023 Q2,5,16
2023 Q3,11,16
2023 Q4,8,16
