Quarter,Count,District
2020 Q2,1,21
2020 Q3,11,21
2020 Q4,18,21
2021 Q1,32,21
2021 Q2,26,21
2021 Q3,37,21
2021 Q4,46,21
2022 Q1,71,21
2022 Q2,71,21
2022 Q3,37,21
2022 Q4,69,21
2023 Q1,84,21
2023 Q2,111,21
2023 Q3,56,21
2023 Q4,62,21
2024 Q1,8,21
